id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Resolution,Pantalla,Brand,Family,Model,Clock Speed (GHz),Gpu Brand,Gpu Model,Gpu Type,Storage Type
569,Toshiba,Notebook,13.3,8,Windows 10,1.5,1210.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
10,Asus,Gaming,17.3,16,Windows 10,2.73,1799.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1060,Dedicated,SSD
1038,Dell,Notebook,17.3,8,Linux,2.8,1099.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD
699,Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD
458,HP,Notebook,14.0,4,Windows 10,1.48,1099.99,1366x768,Full HD,Intel,Core i5,6300U,2.4,Intel,HD Graphics 520,Unknown,SSD
244,MSI,Gaming,17.3,8,Windows 10,2.7,1199.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
738,HP,Netbook,11.6,2,Windows 10,1.17,209.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
37,Dell,Notebook,15.6,6,Windows 10,2.3,459.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
732,HP,Notebook,15.6,6,Windows 10,2.04,579.0,1366x768,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,HDD
1173,Lenovo,Notebook,14.0,8,Windows 10,1.75,1116.02,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon RX 550,Dedicated,SSD
113,HP,Notebook,17.3,8,Windows 10,2.63,1200.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 930MX,Dedicated,SSD
1146,Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD
1100,Acer,Notebook,15.6,8,Windows 10,2.4,799.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce GTX 950M,Dedicated,SSD
407,Lenovo,Notebook,14.0,8,No OS,1.5,799.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M460,Dedicated,SSD
1256,HP,Notebook,15.6,8,Windows 10,1.91,979.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,HDD
269,Dell,Notebook,15.6,4,Windows 7,2.24,737.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
404,Acer,Notebook,15.6,4,Linux,2.4,289.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,HDD
897,Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
436,HP,Workstation,15.6,8,Windows 10,2.31,1534.0,1920x1080,Full HD,Intel,Core i7,7820HQ,2.9,Intel,HD Graphics 620,Unknown,SSD
717,Asus,Ultrabook,15.6,8,Windows 10,1.7,977.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,SSD
595,Dell,Notebook,15.6,4,Linux,2.2,324.0,1366x768,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics,Unknown,HDD
276,Asus,Ultrabook,13.3,8,Windows 10,1.45,1280.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
812,Google,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,2400x1600,Touchscreen,Intel,Core i7,7Y75,1.3,Intel,HD Graphics 615,Unknown,SSD
497,Dell,Notebook,15.6,4,Linux,2.2,274.9,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,HDD
85,Dell,Notebook,17.3,8,Linux,2.8,889.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD
557,HP,Notebook,17.3,8,Windows 10,2.5,977.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce 930MX,Dedicated,SSD
757,Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,SSD
564,Dell,Notebook,15.6,8,Windows 10,2.36,889.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R7 M445,Dedicated,SSD
895,Acer,Notebook,15.6,4,Windows 10,2.23,616.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,HDD
365,HP,Ultrabook,12.5,4,Windows 10,1.26,1559.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
769,Lenovo,Notebook,14.0,8,Windows 7,1.7,1199.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
324,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.5,847.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
844,Samsung,Ultrabook,13.3,8,Windows 10,0.81,1499.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
924,Dell,Notebook,15.6,8,Windows 10,2.2,919.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD
221,MSI,Gaming,17.3,16,Windows 10,2.9,2029.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
348,Dell,Ultrabook,13.3,8,Windows 10,1.21,1949.0,3840x2160,4K Ultra HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
229,Acer,Notebook,15.6,6,Windows 10,2.1,409.0,1366x768,Full HD,AMD,A9-Series,9420,3.0,AMD,Radeon R5,Dedicated,HDD
168,Dell,Notebook,15.6,8,Windows 10,2.18,795.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
74,Apple,Ultrabook,15.4,16,macOS,1.83,2537.45,2880x1800,Retina Display,Intel,Core i7,2.7GHz,2.7,AMD,Radeon Pro 455,Dedicated,SSD
405,Lenovo,Gaming,15.6,16,Windows 10,2.4,1199.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
760,Lenovo,Notebook,15.6,8,Windows 10,2.05,739.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
941,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1499.0,3840x2160,4K Ultra HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
868,Dell,Gaming,15.6,16,Windows 10,3.49,2813.75,1920x1080,Full HD,Intel,Core i7,7820HK,2.9,Nvidia,GeForce GTX 1070,Dedicated,SSD
65,Lenovo,Notebook,15.6,4,Windows 10,2.4,609.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 920M,Dedicated,HDD
314,MSI,Gaming,15.6,8,Windows 10,2.4,1229.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,SSD
1034,Lenovo,Notebook,14.0,4,Windows 10,1.7,699.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1114,Dell,Gaming,15.6,8,Windows 10,2.56,1060.49,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
1175,Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
321,Lenovo,Notebook,15.6,4,Windows 10,2.1,493.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
467,HP,Notebook,14.0,4,Windows 10,1.54,1000.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
1022,Dell,Ultrabook,13.3,16,Windows 10,1.21,2499.0,3840x2160,4K Ultra HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
629,Lenovo,Notebook,15.6,6,Windows 10,2.2,579.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
433,Lenovo,Gaming,15.6,8,Windows 10,2.5,1048.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
1169,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1499.0,3200x1800,Quad HD+,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
741,Dell,Ultrabook,13.3,8,Windows 10,1.29,1477.0,3200x1800,Quad HD+,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
131,Asus,Gaming,15.6,8,Windows 10,2.45,699.0,1920x1080,Full HD,AMD,FX,9830P,3.0,AMD,Radeon RX 560,Dedicated,HDD
1035,Asus,Notebook,15.6,4,Windows 10,2.0,344.0,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD
1130,Dell,Notebook,15.6,4,Windows 10,1.9,825.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
787,Asus,Gaming,17.3,8,Windows 10,2.7,1599.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
1092,Asus,Notebook,15.6,4,Windows 10,2.0,349.0,1366x768,Full HD,AMD,E-Series,7110,1.8,AMD,Radeon R2 Graphics,Dedicated,HDD
1058,Acer,Notebook,15.6,12,Windows 10,2.4,1009.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce GTX 950M,Dedicated,SSD
1132,HP,Notebook,15.6,6,Windows 10,2.19,764.0,1366x768,Full HD,Intel,Core i7,6500U,2.5,AMD,Radeon R5 M330,Dedicated,HDD
335,Asus,Gaming,15.6,16,Windows 10,2.34,2325.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1070,Dedicated,SSD
847,Lenovo,Notebook,17.3,4,Windows 10,2.79,589.0,1600x900,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 920MX,Dedicated,HDD
999,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2282.0,2560x1440,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1275,Acer,Notebook,13.3,4,Windows 10,1.6,655.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
1079,Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,2256x1504,Touchscreen,Intel,Core M,m3-7Y30,2.2,Intel,HD Graphics 615,Unknown,SSD
3,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
107,Lenovo,Notebook,15.6,4,Windows 10,2.2,309.0,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD
119,Lenovo,Notebook,15.6,8,Windows 10,2.29,459.0,1366x768,Full HD,Intel,Core i3,6100U,2.3,Intel,HD Graphics 520,Unknown,HDD
393,HP,Gaming,15.6,8,Windows 10,2.62,899.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,HDD
1120,Lenovo,Notebook,15.6,8,Windows 10,2.6,899.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,HDD
58,Dell,Ultrabook,13.3,8,Windows 10,1.23,1399.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
594,Apple,Ultrabook,13.3,8,macOS,1.37,1958.9,2560x1600,Retina Display,Intel,Core i5,2.9GHz,2.9,Intel,Iris Graphics 550,Unknown,SSD
864,Dell,Notebook,15.6,8,Windows 10,2.18,836.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
11,Lenovo,Notebook,14.0,2,Windows 10,1.42,249.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
274,HP,Notebook,14.0,4,Windows 10,1.64,779.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
442,Dell,Ultrabook,13.3,8,Windows 10,1.29,1458.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
686,Dell,Notebook,15.6,4,Windows 10,2.3,499.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R7 M440,Dedicated,SSD
1243,Dell,Ultrabook,13.3,8,Windows 10,1.29,1499.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
406,Dell,Notebook,15.6,4,Windows 10,2.18,586.6,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
30,HP,Notebook,15.6,4,No OS,1.86,259.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,HDD
1039,Acer,Gaming,17.3,16,Windows 10,4.2,1935.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1060,Dedicated,SSD
1144,Asus,Gaming,17.3,32,Windows 10,3.8,2799.0,1920x1080,Full HD,Intel,Core i7,6820HK,2.7,Nvidia,GeForce GTX 1080,Dedicated,SSD
429,Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,935.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Nvidia,GeForce 940MX,Dedicated,SSD
320,MSI,Gaming,18.4,32,Windows 10,4.4,2799.0,1920x1080,Full HD,Intel,Core i7,6920HQ,2.9,Nvidia,GTX 980 SLI,Unknown,SSD
664,Acer,Notebook,15.6,2,Chrome OS,2.19,199.0,1366x768,Full HD,Intel,Celeron,Dual,1.5,Intel,HD Graphics,Unknown,SSD
1008,Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,1920x1080,Full HD,AMD,A6-Series,9220,2.5,AMD,R4 Graphics,Unknown,SSD
698,HP,Notebook,15.6,4,No OS,2.1,476.99,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
340,Dell,Gaming,15.6,8,Windows 10,2.56,879.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
1244,HP,Notebook,13.3,4,Windows 10,1.49,675.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,HDD
916,Toshiba,Ultrabook,14.0,16,Windows 10,1.47,1764.0,1920x1080,Full HD,Intel,Core i7,6600U,2.6,Nvidia,GeForce 930M,Dedicated,SSD
387,HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,1920x1080,Full HD,Intel,Core i7,7600U,2.8,Intel,HD Graphics 620,Unknown,SSD
101,Dell,Notebook,15.6,6,Windows 10,2.3,459.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
177,Lenovo,Gaming,15.6,8,Windows 10,2.5,1249.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
680,Acer,Notebook,15.6,8,Windows 10,2.2,832.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,SSD
414,Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,3840x2160,4K Ultra HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
1019,Acer,Gaming,15.6,8,Windows 10,2.7,1260.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
390,Lenovo,Notebook,15.6,8,No OS,2.2,549.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,HDD
959,MSI,Gaming,17.3,16,Windows 10,2.43,2449.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
447,Samsung,Ultrabook,15.0,8,Windows 10,1.17,1699.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1090,Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
216,Lenovo,Notebook,15.6,8,Windows 10,1.9,817.95,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M430,Dedicated,SSD
852,Lenovo,Notebook,15.6,4,No OS,2.2,468.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1141,Dell,Gaming,15.6,8,Windows 10,2.62,1199.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050Ti,Dedicated,HDD
952,Dell,Ultrabook,15.6,8,Windows 10,1.9,663.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,HDD
1284,Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
450,Asus,Gaming,17.3,16,Windows 10,4.3,1799.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 980M,Dedicated,SSD
691,HP,Notebook,14.0,8,Windows 10,1.64,1049.26,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 930MX,Dedicated,SSD
830,HP,Notebook,17.3,6,Windows 10,2.71,699.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon 520,Dedicated,HDD
832,Toshiba,Notebook,13.3,8,Windows 10,1.5,973.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
683,HP,Notebook,15.6,8,Windows 10,2.31,1165.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
1183,Asus,Notebook,15.6,4,Windows 10,2.0,339.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD
103,HP,Notebook,14.0,8,Windows 7,1.95,1195.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
123,Acer,Ultrabook,13.3,8,Windows 10,1.12,989.0,1920x1080,Full HD,Intel,Core i5,7Y54,1.2,Intel,HD Graphics 615,Unknown,SSD
670,Dell,Gaming,15.6,8,Windows 10,2.65,949.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,Hybrid
56,Mediacom,Notebook,13.3,4,Windows 10,1.2,369.0,1920x1080,Full HD,Intel,Celeron,Quad,1.1,Intel,HD Graphics 500,Unknown,SSD
1119,Toshiba,Notebook,14.0,4,Windows 10,1.75,915.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
749,Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
604,HP,Notebook,15.6,4,Windows 10,1.91,488.99,1920x1080,Full HD,AMD,A9-Series,9420,3.0,AMD,Radeon R5,Dedicated,SSD
242,Dell,Notebook,15.6,8,Windows 10,2.2,719.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD
284,Lenovo,Ultrabook,15.6,6,Windows 10,1.54,831.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 920M,Dedicated,SSD
988,HP,Ultrabook,12.5,4,Windows 10,1.26,1244.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
275,Dell,Ultrabook,13.3,8,Windows 10,1.23,1379.0,1920x1080,Full HD,Intel,Core i7,7560U,2.4,Intel,Iris Plus Graphics 640,Unknown,SSD
1012,Lenovo,Notebook,15.6,8,Windows 10,1.95,1962.99,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
774,Dell,Notebook,15.6,8,Windows 10,2.02,759.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,HDD
588,Dell,Ultrabook,13.3,8,Windows 10,1.21,1649.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
1289,Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX1050 Ti,Dedicated,SSD
790,Toshiba,Notebook,15.6,16,Windows 10,2.4,1403.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 930M,Dedicated,SSD
13,Acer,Notebook,15.6,4,Windows 10,2.4,380.0,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD
840,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
995,Dell,Notebook,15.6,8,Windows 10,2.36,557.37,1366x768,Touchscreen,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
647,Chuwi,Notebook,15.6,4,Windows 10,1.89,248.9,1920x1080,Full HD,Intel,Atom,x5-Z8350,1.44,Intel,HD Graphics,Unknown,Flash Storage
400,Dell,2 in 1 Convertible,17.3,12,Windows 10,2.77,999.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce 150MX,Dedicated,HDD
98,Lenovo,Notebook,13.3,8,Windows 10,1.1,999.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1292,MSI,Gaming,17.3,16,Windows 10,2.7,1598.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
202,HP,Workstation,17.3,16,Windows 7,3.0,4389.0,1920x1080,Full HD,Intel,Xeon,E3-1535M,2.9,Nvidia,Quadro M2000M,Dedicated,SSD
198,Razer,Ultrabook,12.5,8,Windows 10,1.25,1029.0,3840x2160,4K Ultra HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
1025,HP,Gaming,17.3,12,Windows 10,2.62,1799.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,HDD
1232,Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,1920x1080,Full HD,Intel,Core i5,7440HQ,2.8,Nvidia,GeForce 930MX,Dedicated,SSD
368,Apple,Ultrabook,11.6,4,Mac OS X,1.08,959.0,1366x768,Full HD,Intel,Core i5,1.6GHz,1.6,Intel,HD Graphics 6000,Unknown,Flash Storage
1107,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,3200x1800,Quad HD+,Intel,Core i7,6560U,2.2,Intel,Iris Graphics 540,Unknown,SSD
1153,Acer,Notebook,17.3,4,Windows 10,3.0,702.0,1920x1080,Full HD,Intel,Core i3,7130U,2.7,Nvidia,GeForce MX130,Dedicated,SSD
859,Chuwi,Notebook,15.6,4,Windows 10,1.89,244.99,1920x1080,Full HD,Intel,Atom,x5-Z8300,1.44,Intel,HD Graphics,Unknown,Flash Storage
190,Dell,Ultrabook,12.5,4,Windows 7,1.5,1135.15,1366x768,Full HD,Intel,Core i3,6100U,2.3,Intel,HD Graphics 520,Unknown,HDD
773,HP,Notebook,15.6,8,Windows 10,1.91,579.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
876,Asus,Ultrabook,13.3,8,Windows 10,1.2,1129.0,3200x1800,Quad HD+,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
118,Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
246,Dell,Notebook,15.6,8,Windows 10,2.24,565.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M430,Dedicated,HDD
1069,HP,Notebook,15.6,4,Windows 7,1.88,932.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
1219,Dell,Gaming,17.3,32,Windows 10,4.42,3147.37,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
1030,HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,1366x768,Touchscreen,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,SSD
589,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,3200x1800,Quad HD+,Intel,Core i7,7Y75,1.3,Intel,HD Graphics 615,Unknown,SSD
1106,Lenovo,Notebook,15.6,6,Windows 10,2.2,549.0,1920x1080,Full HD,AMD,A12-Series,9720P,3.6,AMD,Radeon 530,Dedicated,SSD
1283,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Intel,HD Graphics 630,Unknown,SSD
1269,Razer,Ultrabook,12.5,16,Windows 10,1.29,1799.0,3840x2160,4K Ultra HD,Intel,Core i7,7500U,2.5,Intel,HD Graphics 620,Unknown,SSD
1223,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,1849.0,3840x2160,4K Ultra HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
161,HP,Notebook,17.3,4,Windows 10,2.71,439.0,1920x1080,Full HD,AMD,A6-Series,9220,2.5,AMD,Radeon 530,Dedicated,HDD
124,Asus,Notebook,14.0,4,Windows 10,2.0,769.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
1198,HP,Notebook,15.6,6,Windows 10,2.18,799.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,HDD
204,HP,Notebook,13.3,8,Windows 10,1.49,1103.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
18,Dell,Ultrabook,13.3,8,Windows 10,1.23,1379.0,3200x1800,Quad HD+,Intel,Core i7,7560U,2.4,Intel,Iris Plus Graphics 640,Unknown,SSD
84,Acer,Notebook,15.6,8,Windows 10,2.2,689.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,HDD
